Year;Age1;Age2;Female;Male;Total
1927;4;1;1889;2342;4231
1927;4;2;2000;2390;4390
1927;4;3;1938;2537;4475
1927;4;4;2030;2648;4678
1927;4;5;2122;2787;4909
1927;4;6;2105;2733;4838
1927;4;7;2335;3005;5340
1927;4;8;2411;3198;5609
1927;4;9;2564;3476;6040
1927;5;0;2799;3781;6580
1927;5;1;2766;3855;6621
1927;5;2;3052;4055;7107
1927;5;3;3002;4173;7175
1927;5;4;3264;4474;7738
1927;5;5;3007;4099;7106
1927;5;6;2852;4096;6948
1927;5;7;3603;4835;8438
1927;5;8;3549;4708;8257
1927;5;9;3831;5102;8933
1927;6;0;4288;5594;9882
1927;6;1;4336;5604;9940
1927;6;2;4710;5992;10702
1927;6;3;5115;6226;11341
1927;6;4;5364;6453;11817
1927;6;5;5431;6642;12073
1927;6;6;5583;6491;12074
1927;6;7;6617;7418;14035
1927;6;8;6441;7073;13514
1927;6;9;6329;7014;13343
1927;7;0;6993;7218;14211
1927;7;1;6803;7098;13901
1927;7;2;7400;7277;14677
1927;7;3;7425;7527;14952
1927;7;4;8166;7781;15947
1927;7;5;8619;7806;16425
1927;7;6;8344;7599;15943
1927;7;7;9031;7537;16568
1927;7;8;8550;6918;15468
1927;7;9;7735;6136;13871
1927;8;0;7454;5701;13155
1927;8;1;7152;5586;12738
1927;8;2;6988;5241;12229
1927;8;3;6332;4573;10905
1927;8;4;5589;3992;9581
1927;8;5;4810;3345;8155
1927;8;6;4040;2565;6605
1927;8;7;3664;2252;5916
1927;8;8;2713;1629;4342
1927;8;9;2121;1132;3253
1927;9;0;1666;925;2591
1927;9;1;1228;625;1853
1927;9;2;1040;436;1476
1927;9;3;661;268;929
1927;9;4;445;163;608
1927;9;5;294;120;414
1927;9;6;289;69;358
1927;9;7;158;48;206
1927;9;8;75;27;102
1927;9;9;56;11;67
1927;10;0;19;10;29
1927;10;1;18;3;21
1927;10;2;13;0;13
1927;10;3;2;0;2
1927;10;4;0;0;0
1927;10;5;0;0;0
1927;10;6;0;0;0
1927;10;7;0;0;0
1927;10;8;0;0;0
1927;10;9;0;0;0
1927;11;0;0;0;0
1927;11;1;0;0;0
1927;11;2;0;0;0
1927;11;3;0;0;0
1927;11;4;0;0;0
1927;11;5;0;0;0
1927;11;6;0;0;0
1927;11;7;0;0;0
1927;11;8;0;0;0
1927;11;9;0;0;0
1928;   ;0;31495;41321;72816
1928;   ;1;6785;7532;14317
1928;   ;2;2412;2561;4973
1928;   ;3;1526;1630;3156
1928;   ;4;1206;1186;2392
1928;   ;5;1056;1066;2122
1928;   ;6;908;929;1837
1928;   ;7;836;892;1728
1928;   ;8;618;648;1266
1928;   ;9;361;401;762
1928;1;0;328;333;661
1928;1;1;298;316;614
1928;1;2;342;304;646
1928;1;3;682;542;1224
1928;1;4;903;761;1664
1928;1;5;1126;864;1990
1928;1;6;1396;1120;2516
1928;1;7;1382;1247;2629
1928;1;8;1625;1488;3113
1928;1;9;1644;1700;3344
1928;2;0;1844;1969;3813
1928;2;1;1867;1893;3760
1928;2;2;1867;1836;3703
1928;2;3;1812;1846;3658
1928;2;4;1889;1874;3763
1928;2;5;1857;1933;3790
1928;2;6;1828;2059;3887
1928;2;7;1837;1972;3809
1928;2;8;1665;1914;3579
1928;2;9;1670;1868;3538
1928;3;0;1724;1872;3596
1928;3;1;1638;1815;3453
1928;3;2;1679;1732;3411
1928;3;3;1639;1576;3215
1928;3;4;1643;1798;3441
1928;3;5;1653;1694;3347
1928;3;6;1661;1760;3421
1928;3;7;1588;1861;3449
1928;3;8;1700;1968;3668
1928;3;9;1744;2105;3849
1928;4;0;1819;2225;4044
1928;4;1;1808;2351;4159
1928;4;2;1940;2400;4340
1928;4;3;2009;2513;4522
1928;4;4;1982;2685;4667
1928;4;5;2074;2760;4834
1928;4;6;2116;2821;4937
1928;4;7;2209;2798;5007
1928;4;8;2333;3035;5368
1928;4;9;2391;3313;5704
1928;5;0;2702;3581;6283
1928;5;1;2812;3754;6566
1928;5;2;2912;4185;7097
1928;5;3;2990;4194;7184
1928;5;4;3155;4360;7515
1928;5;5;3433;4656;8089
1928;5;6;3085;4317;7402
1928;5;7;3294;4455;7749
1928;5;8;3580;4962;8542
1928;5;9;3857;5083;8940
1928;6;0;3948;5389;9337
1928;6;1;4422;5767;10189
1928;6;2;4634;6050;10684
1928;6;3;5004;6129;11133
1928;6;4;5408;6488;11896
1928;6;5;5685;6812;12497
1928;6;6;5661;6883;12544
1928;6;7;6187;7034;13221
1928;6;8;6671;7256;13927
1928;6;9;6895;7527;14422
1928;7;0;6831;6992;13823
1928;7;1;6987;7243;14230
1928;7;2;7364;7382;14746
1928;7;3;7322;7008;14330
1928;7;4;7711;7385;15096
1928;7;5;8116;7475;15591
1928;7;6;8206;7407;15613
1928;7;7;8360;7322;15682
1928;7;8;8038;6557;14595
1928;7;9;8155;6348;14503
1928;8;0;7123;5408;12531
1928;8;1;6694;5114;11808
1928;8;2;6606;4750;11356
1928;8;3;6158;4185;10343
1928;8;4;5435;3706;9141
1928;8;5;4648;3046;7694
1928;8;6;4083;2686;6769
1928;8;7;3298;2053;5351
1928;8;8;2763;1585;4348
1928;8;9;2229;1217;3446
1928;9;0;1686;823;2509
1928;9;1;1282;630;1912
1928;9;2;961;467;1428
1928;9;3;688;306;994
1928;9;4;411;186;597
1928;9;5;340;106;446
1928;9;6;186;77;263
1928;9;7;130;37;167
1928;9;8;66;30;96
1928;9;9;42;12;54
1928;10;0;33;7;40
1928;10;1;15;4;19
1928;10;2;5;1;6
1928;10;3;6;1;7
1928;10;4;6;0;6
1928;10;5;0;0;0
1928;10;6;0;0;0
1928;10;7;0;0;0
1928;10;8;0;0;0
1928;10;9;0;0;0
1928;11;0;0;0;0
1928;11;1;0;0;0
1928;11;2;0;0;0
1928;11;3;0;0;0
1928;11;4;0;0;0
1928;11;5;0;0;0
1928;11;6;0;0;0
1928;11;7;0;0;0
1928;11;8;0;0;0
1928;11;9;0;0;0
1929;   ;0;32046;42139;74185
1929;   ;1;6528;7523;14051
1929;   ;2;2518;2778;5296
1929;   ;3;1596;1711;3307
1929;   ;4;1249;1339;2588
1929;   ;5;1090;1088;2178
1929;   ;6;963;941;1904
1929;   ;7;775;832;1607
1929;   ;8;753;786;1539
1929;   ;9;633;578;1211
1929;1;0;338;361;699
1929;1;1;321;288;609
1929;1;2;333;302;635
1929;1;3;367;342;709
1929;1;4;755;683;1438
1929;1;5;1173;934;2107
1929;1;6;1241;1142;2383
1929;1;7;1373;1322;2695
1929;1;8;1497;1500;2997
1929;1;9;1770;1752;3522
1929;2;0;1816;2099;3915
1929;2;1;1852;1997;3849
1929;2;2;1883;1943;3826
1929;2;3;1852;1934;3786
1929;2;4;1833;1934;3767
1929;2;5;1860;1986;3846
1929;2;6;1896;1977;3873
1929;2;7;1821;2162;3983
1929;2;8;1746;2129;3875
1929;2;9;1769;2193;3962
1929;3;0;1760;2046;3806
1929;3;1;1686;2002;3688
1929;3;2;1674;2047;3721
1929;3;3;1704;1953;3657
1929;3;4;1726;1862;3588
1929;3;5;1758;1954;3712
1929;3;6;1762;1904;3666
1929;3;7;1815;2055;3870
1929;3;8;1758;2126;3884
1929;3;9;1911;2249;4160
1929;4;0;1920;2314;4234
1929;4;1;1960;2538;4498
1929;4;2;2073;2603;4676
1929;4;3;2135;2792;4927
1929;4;4;2235;2968;5203
1929;4;5;2311;3104;5415
1929;4;6;2340;3071;5411
1929;4;7;2532;3301;5833
1929;4;8;2421;3189;5610
1929;4;9;2691;3678;6369
1929;5;0;2888;3900;6788
1929;5;1;2977;4232;7209
1929;5;2;2989;4402;7391
1929;5;3;3383;4722;8105
1929;5;4;3486;5018;8504
1929;5;5;3436;4982;8418
1929;5;6;3787;5413;9200
1929;5;7;3460;4860;8320
1929;5;8;3713;5106;8819
1929;5;9;4419;5710;10129
1929;6;0;4382;5728;10110
1929;6;1;4703;6160;10863
1929;6;2;5054;6543;11597
1929;6;3;5403;6923;12326
1929;6;4;5704;7122;12826
1929;6;5;6334;7529;13863
1929;6;6;6586;7665;14251
1929;6;7;6786;7678;14464
1929;6;8;7438;8019;15457
1929;6;9;7938;8284;16222
1929;7;0;7988;8448;16436
1929;7;1;8034;8012;16046
1929;7;2;8253;8172;16425
1929;7;3;8545;8079;16624
1929;7;4;8669;8028;16697
1929;7;5;9006;8152;17158
1929;7;6;9284;8201;17485
1929;7;7;9482;8218;17700
1929;7;8;9633;7955;17588
1929;7;9;9385;7332;16717
1929;8;0;8899;6703;15602
1929;8;1;7734;5623;13357
1929;8;2;7294;5163;12457
1929;8;3;6882;4821;11703
1929;8;4;6244;4290;10534
1929;8;5;5414;3566;8980
1929;8;6;4763;2974;7737
1929;8;7;3797;2384;6181
1929;8;8;3210;1721;4931
1929;8;9;2417;1285;3702
1929;9;0;1986;911;2897
1929;9;1;1381;678;2059
1929;9;2;1049;468;1517
1929;9;3;784;346;1130
1929;9;4;536;206;742
1929;9;5;337;118;455
1929;9;6;217;76;293
1929;9;7;133;45;178
1929;9;8;90;30;120
1929;9;9;45;16;61
1929;10;0;33;10;43
1929;10;1;15;3;18
1929;10;2;9;2;11
1929;10;3;4;1;5
1929;10;4;0;0;0
1929;10;5;0;0;0
1929;10;6;0;0;0
1929;10;7;0;0;0
1929;10;8;0;0;0
1929;10;9;0;0;0
1929;11;0;0;0;0
1929;11;1;0;0;0
1929;11;2;0;0;0
1929;11;3;0;0;0
1929;11;4;0;0;0
1929;11;5;0;0;0
1929;11;6;0;0;0
1929;11;7;0;0;0
1929;11;8;0;0;0
1929;11;9;0;0;0
1930;   ;0;27287;35411;62698
1930;   ;1;5242;5853;11095
1930;   ;2;2052;2344;4396
1930;   ;3;1311;1539;2850
1930;   ;4;1053;1223;2276
1930;   ;5;948;1009;1957
1930;   ;6;764;836;1600
1930;   ;7;731;791;1522
1930;   ;8;661;701;1362
1930;   ;9;583;655;1238
1930;1;0;503;525;1028
1930;1;1;322;319;641
1930;1;2;311;295;606
1930;1;3;371;290;661
1930;1;4;438;352;790
1930;1;5;841;679;1520
1930;1;6;1113;980;2093
1930;1;7;1293;1228;2521
1930;1;8;1387;1415;2802
1930;1;9;1458;1542;3000
1930;2;0;1577;1696;3273
1930;2;1;1698;1840;3538
1930;2;2;1640;1801;3441
1930;2;3;1715;1882;3597
1930;2;4;1708;1849;3557
1930;2;5;1673;1903;3576
1930;2;6;1606;1937;3543
1930;2;7;1756;1963;3719
1930;2;8;1623;2052;3675
1930;2;9;1574;2112;3686
1930;3;0;1610;2149;3759
1930;3;1;1558;2017;3575
1930;3;2;1534;2044;3578
1930;3;3;1642;2064;3706
1930;3;4;1606;1935;3541
1930;3;5;1564;1872;3436
1930;3;6;1653;1948;3601
1930;3;7;1685;1948;3633
1930;3;8;1728;2074;3802
1930;3;9;1662;2126;3788
1930;4;0;1748;2290;4038
1930;4;1;1832;2372;4204
1930;4;2;1982;2515;4497
1930;4;3;1888;2574;4462
1930;4;4;2053;2686;4739
1930;4;5;2125;2916;5041
1930;4;6;2281;3008;5289
1930;4;7;2335;3070;5405
1930;4;8;2445;3284;5729
1930;4;9;2384;3290;5674
1930;5;0;2615;3673;6288
1930;5;1;2659;3924;6583
1930;5;2;2860;4016;6876
1930;5;3;3031;4285;7316
1930;5;4;3253;4772;8025
1930;5;5;3429;4790;8219
1930;5;6;3491;4885;8376
1930;5;7;3654;5324;8978
1930;5;8;3421;4765;8186
1930;5;9;3601;5021;8622
1930;6;0;4207;5585;9792
1930;6;1;4155;5700;9855
1930;6;2;4402;5811;10213
1930;6;3;4871;6316;11187
1930;6;4;5275;6567;11842
1930;6;5;5414;6678;12092
1930;6;6;5824;6858;12682
1930;6;7;6125;7224;13349
1930;6;8;6288;7113;13401
1930;6;9;6542;7584;14126
1930;7;0;7133;7761;14894
1930;7;1;6981;7636;14617
1930;7;2;6942;7116;14058
1930;7;3;7194;7349;14543
1930;7;4;7267;7108;14375
1930;7;5;7159;7045;14204
1930;7;6;7352;6856;14208
1930;7;7;7642;7049;14691
1930;7;8;7639;6632;14271
1930;7;9;7817;6047;13864
1930;8;0;7257;5440;12697
1930;8;1;6850;5074;11924
1930;8;2;5729;4254;9983
1930;8;3;5339;3751;9090
1930;8;4;5016;3413;8429
1930;8;5;4326;2974;7300
1930;8;6;3727;2473;6200
1930;8;7;3115;1953;5068
1930;8;8;2538;1496;4034
1930;8;9;2066;1193;3259
1930;9;0;1527;791;2318
1930;9;1;1072;533;1605
1930;9;2;825;328;1153
1930;9;3;570;246;816
1930;9;4;437;200;637
1930;9;5;264;111;375
1930;9;6;162;46;208
1930;9;7;103;45;148
1930;9;8;70;19;89
1930;9;9;36;16;52
1930;10;0;31;9;40
1930;10;1;5;5;10
1930;10;2;6;1;7
1930;10;3;2;1;3
1930;10;4;4;0;4
1930;10;5;0;0;0
1930;10;6;0;0;0
1930;10;7;0;0;0
1930;10;8;0;0;0
1930;10;9;0;0;0
1930;11;0;0;0;0
1930;11;1;0;0;0
1930;11;2;0;0;0
1930;11;3;0;0;0
1930;11;4;0;0;0
1930;11;5;0;0;0
1930;11;6;0;0;0
1930;11;7;0;0;0
1930;11;8;0;0;0
1930;11;9;0;0;0
1931;   ;0;25443;33923;59367
1931;   ;1;5260;5921;11181
1931;   ;2;2062;2186;4248
1931;   ;3;1340;1411;2751
1931;   ;4;1046;1187;2233
1931;   ;5;904;936;1840
1931;   ;6;752;794;1546
1931;   ;7;677;694;1371
1931;   ;8;599;626;1225
1931;   ;9;638;617;1255
1931;1;0;595;623;1218
1931;1;1;540;518;1058
1931;1;2;345;306;651
1931;1;3;348;339;687
1931;1;4;417;347;764
1931;1;5;519;455;974
1931;1;6;924;879;1803
1931;1;7;1271;1199;2470
1931;1;8;1379;1390;2769
1931;1;9;1481;1528;3009
1931;2;0;1526;1644;3170
1931;2;1;1640;2049;3689
1931;2;2;1673;1740;3413
1931;2;3;1699;1753;3452
1931;2;4;1684;1895;3579
1931;2;5;1663;1883;3546
1931;2;6;1672;1885;3557
1931;2;7;1620;1917;3537
1931;2;8;1615;2003;3618
1931;2;9;1644;2090;3734
1931;3;0;1679;2090;3769
1931;3;1;1614;2145;3759
1931;3;2;1574;2024;3598
1931;3;3;1568;1991;3559
1931;3;4;1639;2046;3685
1931;3;5;1609;1929;3538
1931;3;6;1649;1897;3546
1931;3;7;1697;1959;3656
1931;3;8;1698;2016;3714
1931;3;9;1751;2075;3826
1931;4;0;1777;2110;3887
1931;4;1;1771;2266;4037
1931;4;2;1918;2456;4374
1931;4;3;2027;2464;4491
1931;4;4;2062;2640;4702
1931;4;5;2123;2770;4893
1931;4;6;2266;2808;5074
1931;4;7;2367;2895;5262
1931;4;8;2458;3117;5575
1931;4;9;2568;3458;6027
1931;5;0;2601;3434;6036
1931;5;1;2630;3610;6241
1931;5;2;2789;3980;6770
1931;5;3;3140;4310;7450
1931;5;4;3180;4644;7824
1931;5;5;3590;4998;8588
1931;5;6;3659;5129;8788
1931;5;7;3691;5246;8937
1931;5;8;3892;5515;9407
1931;5;9;3731;5113;8844
1931;6;0;3957;5423;9380
1931;6;1;4352;6069;10421
1931;6;2;4543;5947;10490
1931;6;3;4765;6185;10951
1931;6;4;5401;6694;12096
1931;6;5;5808;6816;12625
1931;6;6;6025;7246;13272
1931;6;7;6477;7445;13923
1931;6;8;7045;7615;14661
1931;6;9;7052;7729;14782
1931;7;0;7494;8146;15641
1931;7;1;8014;8367;16382
1931;7;2;8104;8168;16273
1931;7;3;7798;7734;15533
1931;7;4;8308;8026;16335
1931;7;5;8125;7781;15907
1931;7;6;7984;7214;15199
1931;7;7;8413;7318;15732
1931;7;8;8525;7355;15880
1931;7;9;8377;7044;15422
1931;8;0;8559;6328;14887
1931;8;1;7775;5609;13385
1931;8;2;7449;5310;12760
1931;8;3;6081;4108;10190
1931;8;4;5630;3627;9258
1931;8;5;5161;3422;8584
1931;8;6;4499;2747;7247
1931;8;7;3787;2231;6018
1931;8;8;3022;1748;4770
1931;8;9;2426;1441;3867
1931;9;0;1899;1017;2916
1931;9;1;1369;698;2067
1931;9;2;981;438;1419
1931;9;3;716;302;1018
1931;9;4;483;182;665
1931;9;5;336;155;491
1931;9;6;225;73;298
1931;9;7;158;51;209
1931;9;8;71;27;98
1931;9;9;48;26;74
1931;10;0;28;12;40
1931;10;1;15;3;18
1931;10;2;2;1;3
1931;10;3;5;2;7
1931;10;4;1;0;1
1931;10;5;0;0;0
1931;10;6;0;0;0
1931;10;7;0;0;0
1931;10;8;0;0;0
1931;10;9;0;0;0
1931;11;0;0;0;0
1931;11;1;0;0;0
1931;11;2;0;0;0
1931;11;3;0;0;0
1931;11;4;0;0;0
1931;11;5;0;0;0
1931;11;6;0;0;0
1931;11;7;0;0;0
1931;11;8;0;0;0
1931;11;9;0;0;0
1932;   ;0;25348;34198;59546
1932;   ;1;5305;5919;11224
1932;   ;2;1980;2137;4117
1932;   ;3;1249;1333;2582
1932;   ;4;977;1046;2023
1932;   ;5;916;953;1869
1932;   ;6;738;781;1519
1932;   ;7;639;712;1351
1932;   ;8;560;636;1196
1932;   ;9;566;617;1183
1932;1;0;557;580;1137
1932;1;1;584;575;1159
1932;1;2;528;522;1050
1932;1;3;370;360;730
1932;1;4;409;399;808
1932;1;5;477;418;895
1932;1;6;571;522;1093
1932;1;7;1027;928;1955
1932;1;8;1220;1327;2547
1932;1;9;1412;1448;2860
1932;2;0;1421;1599;3020
1932;2;1;1423;1861;3284
1932;2;2;1526;1777;3303
1932;2;3;1552;1659;3211
1932;2;4;1563;1698;3261
1932;2;5;1589;1733;3322
1932;2;6;1453;1767;3220
1932;2;7;1508;1880;3388
1932;2;8;1497;1842;3339
1932;2;9;1543;2001;3544
1932;3;0;1601;2050;3651
1932;3;1;1477;1995;3472
1932;3;2;1435;2054;3489
1932;3;3;1541;2044;3585
1932;3;4;1510;2092;3602
1932;3;5;1600;2021;3621
1932;3;6;1531;1965;3496
1932;3;7;1654;1880;3534
1932;3;8;1690;1963;3653
1932;3;9;1696;2021;3717
1932;4;0;1777;2191;3968
1932;4;1;1754;2069;3823
1932;4;2;1835;2225;4060
1932;4;3;2000;2445;4445
1932;4;4;1988;2644;4632
1932;4;5;2135;2728;4863
1932;4;6;2200;2791;4991
1932;4;7;2240;3016;5256
1932;4;8;2412;2980;5392
1932;4;9;2549;3218;5767
1932;5;0;2716;3471;6187
1932;5;1;2663;3517;6180
1932;5;2;2778;3812;6590
1932;5;3;2855;4069;6924
1932;5;4;3133;4411;7544
1932;5;5;3300;4729;8029
1932;5;6;3564;5121;8685
1932;5;7;3789;5298;9087
1932;5;8;3877;5405;9282
1932;5;9;4176;5795;9971
1932;6;0;4058;5479;9537
1932;6;1;4072;5430;9502
1932;6;2;4528;6030;10558
1932;6;3;4802;6051;10853
1932;6;4;5166;6395;11561
1932;6;5;5602;6826;12428
1932;6;6;5895;6959;12854
1932;6;7;6345;7309;13654
1932;6;8;6668;7526;14194
1932;6;9;7089;7910;15000
1932;7;0;7320;7802;15123
1932;7;1;7700;7858;15559
1932;7;2;7984;8146;16131
1932;7;3;7932;7839;15772
1932;7;4;7943;7569;15513
1932;7;5;7875;7537;15413
1932;7;6;7941;7434;15376
1932;7;7;7780;6793;14574
1932;7;8;7853;6709;14563
1932;7;9;7960;6694;14654
1932;8;0;7978;6171;14149
1932;8;1;7413;5750;13163
1932;8;2;6912;4903;11815
1932;8;3;6289;4394;10683
1932;8;4;5223;3454;8677
1932;8;5;4630;2963;7593
1932;8;6;4134;2642;6776
1932;8;7;3458;2032;5490
1932;8;8;2887;1626;4513
1932;8;9;2300;1249;3549
1932;9;0;1823;921;2744
1932;9;1;1395;641;2036
1932;9;2;1012;411;1423
1932;9;3;702;296;998
1932;9;4;476;175;651
1932;9;5;324;110;434
1932;9;6;220;78;298
1932;9;7;141;50;191
1932;9;8;90;33;123
1932;9;9;40;17;57
1932;10;0;25;4;29
1932;10;1;11;1;12
1932;10;2;9;1;10
1932;10;3;5;4;9
1932;10;4;1;0;1
1932;10;5;0;0;0
1932;10;6;0;0;0
1932;10;7;0;0;0
1932;10;8;0;0;0
1932;10;9;0;0;0
1932;11;0;0;0;0
1932;11;1;0;0;0
1932;11;2;0;0;0
1932;11;3;0;0;0
1932;11;4;0;0;0
1932;11;5;0;0;0
1932;11;6;0;0;0
1932;11;7;0;0;0
1932;11;8;0;0;0
1932;11;9;0;0;0
1933;   ;0;23473;30995;54468
1933;   ;1;4423;5117;9540
1933;   ;2;1885;2080;3965
1933;   ;3;1165;1347;2512
1933;   ;4;937;1005;1942
1933;   ;5;791;887;1678
1933;   ;6;713;766;1479
1933;   ;7;626;719;1345
1933;   ;8;623;591;1214
1933;   ;9;529;575;1104
1933;1;0;507;527;1034
1933;1;1;528;562;1090
1933;1;2;576;595;1171
1933;1;3;535;562;1097
1933;1;4;399;407;806
1933;1;5;518;433;951
1933;1;6;553;489;1042
1933;1;7;574;584;1158
1933;1;8;1057;1189;2246
1933;1;9;1244;1291;2535
1933;2;0;1321;1443;2764
1933;2;1;1370;1583;2953
1933;2;2;1424;1509;2933
1933;2;3;1436;1540;2976
1933;2;4;1570;1647;3217
1933;2;5;1425;1664;3089
1933;2;6;1495;1612;3107
1933;2;7;1416;1774;3190
1933;2;8;1424;1828;3252
1933;2;9;1489;1856;3345
1933;3;0;1526;1976;3502
1933;3;1;1471;2079;3550
1933;3;2;1547;2212;3759
1933;3;3;1515;2104;3619
1933;3;4;1519;2178;3697
1933;3;5;1539;2161;3700
1933;3;6;1596;2051;3647
1933;3;7;1571;1966;3537
1933;3;8;1623;1940;3563
1933;3;9;1776;2058;3834
1933;4;0;1777;2274;4051
1933;4;1;1725;2069;3794
1933;4;2;1839;2319;4158
1933;4;3;1850;2376;4226
1933;4;4;1903;2682;4585
1933;4;5;2107;2755;4862
1933;4;6;2253;2870;5123
1933;4;7;2327;3051;5378
1933;4;8;2443;3258;5701
1933;4;9;2515;3334;5849
1933;5;0;2661;3510;6171
1933;5;1;2699;3611;6310
1933;5;2;2747;3762;6509
1933;5;3;2951;3898;6849
1933;5;4;3096;4488;7584
1933;5;5;3310;4833;8143
1933;5;6;3603;4958;8561
1933;5;7;3987;5462;9449
1933;5;8;4005;5599;9604
1933;5;9;4128;5673;9801
1933;6;0;4444;6251;10695
1933;6;1;4184;5564;9748
1933;6;2;4483;5793;10276
1933;6;3;5051;6325;11376
1933;6;4;5090;6502;11592
1933;6;5;5333;6704;12037
1933;6;6;6045;7270;13315
1933;6;7;6187;7499;13686
1933;6;8;6635;7452;14087
1933;6;9;7064;7940;15004
1933;7;0;7530;8118;15648
1933;7;1;7475;7966;15441
1933;7;2;7939;8121;16060
1933;7;3;8332;8387;16719
1933;7;4;8428;8261;16689
1933;7;5;8154;7772;15926
1933;7;6;8146;7369;15515
1933;7;7;8103;7076;15179
1933;7;8;7850;6497;14347
1933;7;9;7897;6681;14578
1933;8;0;7925;6407;14332
1933;8;1;7572;5934;13506
1933;8;2;7314;5290;12604
1933;8;3;6672;4486;11158
1933;8;4;5823;3875;9698
1933;8;5;4738;2974;7712
1933;8;6;4164;2511;6675
1933;8;7;3618;2258;5876
1933;8;8;3032;1736;4768
1933;8;9;2550;1342;3892
1933;9;0;1969;1001;2970
1933;9;1;1409;672;2081
1933;9;2;1061;501;1562
1933;9;3;710;338;1048
1933;9;4;520;213;733
1933;9;5;343;139;482
1933;9;6;222;80;302
1933;9;7;171;47;218
1933;9;8;87;28;115
1933;9;9;46;17;63
1933;10;0;33;6;39
1933;10;1;12;1;13
1933;10;2;5;1;6
1933;10;3;5;0;5
1933;10;4;0;0;0
1933;10;5;0;0;0
1933;10;6;0;0;0
1933;10;7;0;0;0
1933;10;8;0;0;0
1933;10;9;0;0;0
1933;11;0;0;0;0
1933;11;1;0;0;0
1933;11;2;0;0;0
1933;11;3;0;0;0
1933;11;4;0;0;0
1933;11;5;0;0;0
1933;11;6;0;0;0
1933;11;7;0;0;0
1933;11;8;0;0;0
1933;11;9;0;0;0
1934;   ;0;21512;29204;50717
1934;   ;1;4243;5042;9285
1934;   ;2;1768;1988;3756
1934;   ;3;1295;1374;2669
1934;   ;4;956;1011;1967
1934;   ;5;796;866;1662
1934;   ;6;687;751;1438
1934;   ;7;594;646;1240
1934;   ;8;549;626;1175
1934;   ;9;517;575;1092
1934;1;0;493;518;1011
1934;1;1;454;491;945
1934;1;2;531;511;1042
1934;1;3;616;555;1171
1934;1;4;630;568;1198
1934;1;5;414;451;865
1934;1;6;485;537;1022
1934;1;7;535;531;1066
1934;1;8;573;601;1174
1934;1;9;1023;1124;2147
1934;2;0;1294;1334;2628
1934;2;1;1354;1660;3014
1934;2;2;1376;1457;2833
1934;2;3;1267;1576;2843
1934;2;4;1402;1593;2995
1934;2;5;1445;1630;3075
1934;2;6;1357;1626;2983
1934;2;7;1397;1691;3088
1934;2;8;1386;1775;3161
1934;2;9;1361;1899;3260
1934;3;0;1392;1962;3354
1934;3;1;1420;1946;3366
1934;3;2;1431;2102;3533
1934;3;3;1434;2252;3686
1934;3;4;1551;2275;3826
1934;3;5;1489;2373;3862
1934;3;6;1491;2273;3764
1934;3;7;1574;2267;3841
1934;3;8;1544;2109;3653
1934;3;9;1578;2183;3761
1934;4;0;1656;2202;3858
1934;4;1;1691;2119;3810
1934;4;2;1670;2335;4005
1934;4;3;1731;2363;4094
1934;4;4;1858;2540;4398
1934;4;5;2002;2595;4597
1934;4;6;2034;2838;4872
1934;4;7;2182;3006;5188
1934;4;8;2263;3119;5382
1934;4;9;2530;3261;5791
1934;5;0;2517;3401;5918
1934;5;1;2651;3715;6366
1934;5;2;2764;3813;6577
1934;5;3;2725;3896;6621
1934;5;4;2980;4200;7180
1934;5;5;3138;4619;7757
1934;5;6;3288;4784;8072
1934;5;7;3544;5220;8764
1934;5;8;3759;5604;9363
1934;5;9;4179;5788;9967
1934;6;0;4170;5995;10165
1934;6;1;4552;6321;10873
1934;6;2;4414;5814;10228
1934;6;3;4542;5991;10533
1934;6;4;4956;6513;11469
1934;6;5;5177;6485;11662
1934;6;6;5490;6841;12331
1934;6;7;5949;7442;13391
1934;6;8;6300;7410;13710
1934;6;9;6756;7768;14524
1934;7;0;7021;7787;14808
1934;7;1;7405;7697;15102
1934;7;2;7552;7784;15336
1934;7;3;7648;7911;15559
1934;7;4;8103;8223;16326
1934;7;5;8166;7872;16038
1934;7;6;7908;7152;15060
1934;7;7;7599;6879;14478
1934;7;8;7663;6629;14292
1934;7;9;7392;6092;13484
1934;8;0;7215;5786;13001
1934;8;1;6837;5359;12196
1934;8;2;6844;5054;11898
1934;8;3;6202;4382;10584
1934;8;4;5489;3581;9070
1934;8;5;4930;3057;7987
1934;8;6;3892;2310;6202
1934;8;7;3244;1884;5128
1934;8;8;2748;1546;4294
1934;8;9;2348;1150;3498
1934;9;0;1639;924;2563
1934;9;1;1274;680;1954
1934;9;2;991;465;1456
1934;9;3;661;302;963
1934;9;4;507;186;693
1934;9;5;295;124;419
1934;9;6;216;58;274
1934;9;7;117;49;166
1934;9;8;83;28;111
1934;9;9;64;19;83
1934;10;0;10;3;20
1934;10;1;10;0;5
1934;10;2;4;0;2
1934;10;3;0;0;0
1934;10;4;0;0;0
1934;10;5;0;0;0
1934;10;6;0;0;0
1934;10;7;0;0;0
1934;10;8;0;0;0
1934;10;9;0;0;0
1934;11;0;0;0;0
1934;11;1;0;0;0
1934;11;2;0;0;0
1934;11;3;0;0;0
1934;11;4;0;0;0
1934;11;5;0;0;0
1934;11;6;0;0;0
1934;11;7;0;0;0
1934;11;8;0;0;0
1934;11;9;0;0;0
1935;   ;0;20193;27287;47481
1935;   ;1;3717;4300;8017
1935;   ;2;1521;1659;3180
